id	output	model_output	instruction
2070	4	4	請根據以下輸入回答選擇題，並以數字回答:;說明:以機車來說，有幾件事情是大家一定要知道的：在有分隔島的快慢車道之道路，普通機車應在慢車道行駛。在劃有機車專用道之道路應在其車道內行駛，除轉彎或靠邊停車外，不得侵入其他車道。不可違規行駛人行道，要有人車各行其道的觀念。靠右或行駛慢車道，轉彎需依規定進行兩段式左轉。除起駛、準備停車或臨時停車外，不得駛出路面邊線。內側車道設有禁行機車標誌或標線者，應依兩段方式進行左轉，不得由內側或其他車道左轉。;問題:以下何者正確?1:普通機車可在快車道行駛,2:機車可以隨便侵入其他車道,3:機車行駛時可以駛出路面邊線,4:機車應遵守人車各行其道的觀念
7437	3	3:水生	請根據以下輸入回答選擇題，並以數字回答:;說明:我們的船向前走，兩岸的青山在黃昏中，都裝成了深黛顏色，連著退向船後梢去。宏兒和我靠著船窗，同看外面模糊的風景，他忽然問道： “大伯！我們什麼時候回來？” “回來？你怎麼還沒有走就想回來了。” “可是，水生約我到他家玩去咧……”他睜著大的黑眼睛，癡癡的想。我和母親也都有些惘然，於是又提起閏土來。;問題:請問宏兒想回來的原因是什麼?1:風景,2:家具,3:水生,4:閏土
5991	1	1:自己的生活不會去銀行、役場官廳這種地方	請根據以下輸入回答選擇題，並以數字回答:;說明:「我早就看透，所以我的囝仔總不教他去進學校，六年間記幾句用不著的日本話？」賣圓仔湯的補足著講。　　「就是進學校，也無實在要教給我們會。」　　「怎樣講用不著？」　　「怎樣用得著？」　　「在銀行、役場官廳，那一處不是都講日語嗎？」　　「那一種人自然是有路用咯，像你，也是有路用，你有才情，會到那邊去，不過像我們總是用不著。」;問題:賣湯圓為何覺得日語用不到？1:自己的生活不會去銀行、役場官廳這種地方,2:討厭日本人,3:日本人不多,4:日本人快離開了
11037	3	3	請根據以下輸入回答選擇題，並以數字回答:;說明:許多民眾認為白天空氣品質不好，經常選在晚上散步，不過根據環保署監測資料顯示，晚上6點到9點的空氣擴散條件較差，汙染濃度反而和上午交通尖峰時段相近。 記者 江政融報導  為了改善交通汙染，環保署從今年開始投入6個全新「行動空氣品質監測站」，第一站監測地點選在台中市。初步結果顯示，上班日上午交通尖峰時段，也就是8點到9點，一氧化碳及PM2.5濃度都明顯上升，顯示交通汙染是都會區重要的空氣污染來源。另外，環保署也發現，受到日照、海風影響，中午空氣品較好，晚上時段較差，監資處處長張順欽說~TAPE  環保署未來也將利用這6個全新「行動空氣品質監測站」，進行全台巡迴監測，進行移動汙染源管制成效評估，環保署也呼籲民眾，儘量多利用大眾運輸工具，以減少空氣汙染。;問題:請問張順欽身份為何？1:環保署署長,2:環保署調查員,3:監資處處長,4:監資處幹事
10755	2	2:十九號	請根據以下輸入回答選擇題，並以數字回答:;說明:屏東縣枋寮警分局19日舉行慶祝警察節及擴大交安宣導活動, 分局長蔡耀順拿指揮棒, 親自跳交通安全舞蹈 ,隨著音樂擺動, 動作十分到位 ,被網路封傳, 稱最會跳舞的警察 記者宋玲報導熱歌熱舞超熱血, 枋寮警分局十九號早上在枋寮火車站前舉辦, 慶祝警察節及擴大交安宣導活動, 分局長蔡耀順帶領大家一起跳交通歌舞, 但短短三分鍾的舞蹈 ,讓大家對警察刮目相看 ,因為分局長蔡耀順實在太會跳了 蔡耀順在警大時有參加學校的國標舞社, 在高雄市服務期間 ,也曾經有參加地方舞蹈社團 ,對他來說跳舞並不難 為了加深民眾對活動的印象達到宣傳及預防的效果, 分局長從三個星期前就開始練習,  被網路上封為最會跳舞的分局長, 蔡耀順說不敢當;問題:枋寮警分局幾號早上在枋寮火車站前舉辦, 慶祝警察節及擴大交安宣導活動？1:十六號,2:十九號,3:二十號,4:三十號
513	1	1:21歲又162天	請根據以下輸入回答選擇題，並以數字回答:;說明:雖然輸球，但洋基仍創下大聯盟空前紀錄，靠著上賽季大放異彩的新人王賈吉（Aaron Judge），搭配巨砲捕手桑契斯（Gary Sanchez）以及本季打擊大爆發的葛雷葛里斯、從馬林魚降臨的全壘打王史坦頓（Giancarlo Stanton）、超級新秀托瑞斯，組成的「新・鑽石打線」，締造創隊117年來，也是大聯盟歷史首次的連5場至少3轟紀錄。其中前年「火球男」查普曼（Aroldis Chapman）交易案，從小熊獲得的頂級農場托瑞斯，生涯前27場比賽8支全壘打，6場比賽超3打點以上演出，近5場更是5發全壘打貢獻10分打點，以21歲又162天的年紀改寫隊史最年輕連3場開轟紀錄，大聯盟歷史上只比兩名紅襪傳奇，威廉斯（Ted Williams）21歲整、貝比魯斯（Babe Ruth）21歲又128天還要晚。;問題:托瑞斯改寫隊史最年輕連3場開轟紀錄的年紀為?1:21歲又162天,2:21歲又128天,3:21歲整,4:20歲又360天
12751	2	2	請根據以下輸入回答選擇題，並以數字回答:;說明:台北市政府水利處表示:暑期學童單車營.教學課程完全免費,並提供小朋友單車,兒童安全帽,護具,以及.保險;今年暑假7&8月間,總共開辦8個梯次;上課地點.在觀山河濱公園的觀山自行車租借站,自7月1號起受理網路報名,且.家長必須陪同受訓!北市水利處.游百崧科長,針對招生年齡限制,和.每梯次的上課時間說明~VOICE台北市工務局水利處表示:這項免費暑期學童單車營,每梯次只利用下午半天的時間,由單車技術教練指導,讓小朋友在玩樂中學習騎車所需的平衡感,和.安全要領;由以往的經驗,大多數小朋友,都可以在一個下午,學會騎單車;相關詳情,可參看:承辦單位:北市河濱自行車營運業者~康美企業社的網站,或電洽:2258-7425詢問!;問題:暑期學童單車營地點在哪裡？1:台北101,2:觀山河濱公園的觀山自行車租借站,3:台北市政府,4:台北小巨蛋
1361	2	2	請根據以下輸入回答選擇題，並以數字回答:;說明:蟑螂怕香味：神出鬼沒的蟑螂，最愛隱身於掌管我們民生大計的廚房裡。面對「打不死的蟑螂」，我的辦法是`，將一塊浴用香皂切成數小塊，置於容器內注入清水，擺放在蟑螂出沒的櫥櫃內，不出數日，打開櫥櫃將令您訝異於蟑螂的無影無蹤，櫥櫃內還多了怡人的香味。想要效果持續，僅須定期補充香皂容器內的 清水。;問題:蟑螂怕什麼味道1:臭味,2:香味,3:食物味,4:油味
11938	4	4:噪音改裝車	請根據以下輸入回答選擇題，並以數字回答:;說明:台中市警察局「靜城專案」取締噪音改裝車，今年1至4月取締件數1,027件，成效全國第一。記者梁瑄報導台中市警察局交通大隊長郭士傑表示，不論白天或夜深人靜，噪音改裝車的呼嘯聲音，已經成為很大的民怨，雖然噪音主管機關為監理站和環保局，但是民眾都會向警察單位檢舉，警察局從今年1月18日起，在台灣大道、文心路、向上路等重要路段，執行「靜城專案」，每天深夜至凌晨加強取締噪音改裝車，成效良好。。。。。。。。。。。台中市警察局取締噪音改裝車，除員警於巡邏執勤中，以錄音、錄影方式採證外，為進一步有效防制，警察局還購置「移動數位式雷達測速照相結合噪音偵測器設備」，有效遏阻噪音改裝車於市內流竄，還給市民寧靜的環境。;問題:台中市警察局「靜城專案」取締什麼？1:亂丟菸蒂的人,2:亂丟垃圾的人,3:闖紅燈的人,4:噪音改裝車
9362	2	2	請根據以下輸入回答選擇題，並以數字回答:;說明:這舉人姓王名仁，因為上了年紀，也就絕意進取，到得鄉間，盡心教授。不上幾年，居然造就出幾個人材：有的也會對個對兒；有的也會謅幾句詩；內中有個天分高強的，竟把筆做了「開講」。把這幾個東家喜歡的了不得。到了九月重陽，大家商議著，明年還請這個先生。;問題:請問為什麼舉人絕意進取？1:因為沒有錢,2:因為上了年紀,3:因為距離遙遠,4:因為身體不好
7338	1	3:沒遇過風浪	請根據以下輸入回答選擇題，並以數字回答:;說明:老殘道：「依我看來，駕駛的人並未曾錯，只因兩個緣故，所以把這船就弄的狼狽不堪了。怎麼兩個緣故呢？一則他們是走太平洋的，只會過太平日子，若遇風平浪靜的時候，他駕駛的情狀亦有操縱自如之妙。不意今日遇見這大的風浪，所以都毛了手腳。二則他們未曾預備方針。平常晴天的時候，照著老法子去走，又有日月星辰可看，所以南北東西尚還不大很錯。這就叫做『靠天吃飯』。那知遇了這陰天，日月星辰都被雲氣遮了，所以他們就沒了依傍。心裡不是不想望好處去做，只是不知東南西北，所以越走越錯。;問題:何者不是老殘認為航船失敗原因？1:船體不牢,2:沒有方向針,3:沒遇過風浪,4:天候不佳
70	2	2	請根據以下輸入回答選擇題，並以數字回答:;說明:據《美聯社》報導，美國夏威夷幾勞亞火山噴發，滾燙熔岩已流入太平洋。當局發出警告，當熔岩流入海水中，產生化學反應，產生酸性氣體「熔岩霧靄」，這種高溫且具腐蝕性的氣體，曾於2000年造成2人死亡。熔岩霧靄，這是繼5月3日火山爆發，頻頻地震、熔岩不斷噴發，所產生大量二氧化硫和火山灰後，對人類產生一個新的危害。由於火山連續噴發，排放的火山氣體達到3倍，這些危害迫使2000人撤離家園，並且摧毀40多棟住宅，造成人心惶惶。;問題:熔岩霧靄曾於2000年造成幾人死亡?1:3,2:2,3:1,4:5
12735	1	1:5到15分鐘	請根據以下輸入回答選擇題，並以數字回答:;說明:國道高速公路局表示，考量到端午連假會有大量返鄉車潮出現，提醒短程路線的用路人，可以多加利用省縣道等替代道路，長途旅次的用路人，在國道主線壅塞時，也可以改駛替代道路，交管組組長卓明君表示，行駛替代道路，大約可節省5到15分鐘，請駕駛多加利用~TAPE高公局也提醒，用路人開車出門前，請務必做好車況檢查，並配合地圖妥善規劃行程，另外，也可以下載「高速公路1968」App，或上高公局即時路況資訊網站查詢路況，做個聰明的用路人。;問題:根據本文所述，行駛替代道路，可以節省多少時間？1:5到15分鐘,2:15到25分鐘,3:0.02083333333333333,4:一小時
677	4	4:祖柏克	請根據以下輸入回答選擇題，並以數字回答:;說明:今年的臉書開發者大會，對於臉書日益增長操作訊息的有很大幅的說明，因為在美國總統大選曾經發生大量俄羅斯假帳號帶風向成功影響選情，祖柏克在會議開始就針對真實的選舉訊息，告訴大家臉書一直在打擊這些假帳號，審查帳號，揭露政治廣告的來源，對象和花費讓政治廣告更加透明化，並且承諾年底會設置20000訊息審查員，請獨立機構來確保系統審查正常運作。除了選舉之外他們針對三種類別打擊假新聞。;問題:誰承諾年底會設置20000訊息審查員1:俄羅斯,2:開發者大會,3:美國總統,4:祖柏克
12814	3	3:洪仲丘	請根據以下輸入回答選擇題，並以數字回答:;說明:四年前，陸軍542旅下士洪仲丘違規被關禁閉遭過度操練死亡，二十萬人上街發出怒吼，少將旅長沈威志等十多位軍士官一審都判有罪，但二審逆轉改判沈威志無罪，全案上訴發回更審，由於副旅長何江忠、管理士陳毅勳等六位軍士官，當庭認罪獲得家屬原諒，並捐款20到40萬不等，高院更一審雖然認定他們觸犯假借權力剝奪人身自由和業務過失致死罪，仍輕判四個月到一年半並宣告緩刑，不過合議庭認為旅長沈威志雖應知士官不能關禁閉，但並沒有參與犯行，連同憲兵官郭毓龍和管理士羅濟元都判無罪，對此，洪媽媽和立委洪慈庸都表示不能接受—tape至於沈威志二審更一審都獲判無罪，是否符合速審法不得上訴，洪家律師團表示會再研究後再決定是否繼續上訴。;問題:根據本文，四年前，陸軍542旅下士違規被關禁閉遭過度操練死亡，該名下士姓名為何？1:李仲丘,2:陳仲丘,3:洪仲丘,4:王仲丘
8634	3	3:說要請他	請根據以下輸入回答選擇題，並以數字回答:;說明:此時，寶玉獨站在院外，避貓鼠兒似的，屏聲靜候。待他們出來，便忙忙的走了。李貴等一面撣衣服，一面說道：「可聽見了不曾？先要揭我們的皮呢！人家的奴才，跟主子賺些好體面，我們這等奴才，白陪著挨打受罵的。從此後也可憐見些才好。」寶玉笑道：「好哥哥，你別委曲，我明兒請你。」李貴道：「小祖宗，誰敢望你請！只求你聽一兩句話就有了。」說著，又至賈母這邊，秦鐘早已來候了，賈母正和他說話兒呢。於是二人見過，辭了賈母。寶玉忽想起未辭黛玉，因又忙至黛玉房中來作辭。彼時黛玉才在窗下對鏡理妝，聽寶玉未說上學去，因笑道：「好，這一去，可定是要『蟾宮折桂』去了。我不能送你了。」寶玉道：「好妹妹，等我下了學再吃晚飯。那胭脂膏子，也等我來再製。」嘮叨了半日，方撤身去了。黛玉忙又叫住，問道：「你怎麼不去辭辭你寶姐姐呢？」寶玉笑而不答，一逕同秦鐘上學去了。;問題:請問根據此段文章，寶玉如何對李貴表示愧疚？1:幫他做事,2:給他錢,3:說要請他,4:沒表示
10152	3	3:30	請根據以下輸入回答選擇題，並以數字回答:;說明:為了鼓勵青年創業，教育部推動U-Start計畫，協助畢業生創業，今年共有20組績優團隊獲獎，106年度將全面開放在校生和外籍生報名參加。記者　陳軍豪　報導教育部從98年開始推動大專畢業生創業服務計畫（U-start），至今已經補助729個創業團隊，領域跨及各行各業。教育部政務次長姚立德出席105年度U-Start獎勵績優團隊頒獎典禮，勉勵青年善用U-Start平台，勇敢創業~TAPE。來自高雄第一科技大學的團隊「橘色創意科技有限公司」以社會關懷的角度，開發各式暖心的輔具產品，如方便銀髮族使用的快拆輪椅，獲頒三十萬元獎金。此外，來自嘉義大學的「貳柒玖生態工作室」，將農業廢棄物回收再利用培植菇類，萃取多醣體作為飼料添加物，養出健康白蝦，獲得60萬元獎金。教育部青年署表示，這次一共有20組團隊獲獎，106年度計畫將全面開放大專校院在校生以及外籍生參與，並配合政府「亞洲矽谷推動方案」、「新南向政策」，結合各部會資源，協助更多青年學生創業圓夢。;問題:「橘色創意科技有限公司」得到幾萬元的獎金？1:10,2:20,3:30,4:60
12645	1	1:尉級	請根據以下輸入回答選擇題，並以數字回答:;說明:民進黨籍立法委員研擬提案修法，提高尉官勤務加給為一萬元，上尉服現役最大年限提高為二十年，少尉及中尉提高為十五年，設法改善尉級軍官缺額的現況。記者王汝聰報導目前國軍尉級軍官嚴重缺額，如以編現比77%為標準，少尉中尉缺額高達1140員，上尉缺額342員，甚至出現戰車旅缺少二十二位排長的怪現象。立法委員王定宇表示，目前士官兵及校級以上軍官勤務加給都是一萬元，只有尉級軍官是八千元，非常不合理~~立法委員蔡適應表示，在國軍大幅裁軍，校官職缺愈來愈少，少尉及中尉面臨十年、上尉面臨十五年最大服役年限的大關，難怪近年來基層軍官缺額情形更加嚴重~~王定宇蔡適應及羅致政三位立委研擬在近期內提案修法，將尉官勤務加給與其他軍士官兵拉平一律為一萬元，並且讓上尉服役期滿也能領月退俸，提高尉級軍官留營服務的誘因。;問題:目前國軍哪級軍官嚴重缺額？1:尉級,2:班級,3:官級,4:低級
6884	4	4:以上皆是	請根據以下輸入回答選擇題，並以數字回答:;說明:桃園市中壢區泰豐輪胎17號發生大火，造成嚴重碳黑粒子落塵，桃園市長鄭文燦上午(18號)前往中壢國中勘查落塵狀況時表示，碳黑粒子主要集中在平鎮，除了要求環保局全力協助清理，也呼籲泰豐輪胎加速遷廠，並賠償居民損失。記者劉碧薇報導------泰豐輪胎17號大火延燒6個小時，3千平方公尺輪胎倉庫付之一炬，殘火處理一直到18號清晨5點30才完全結束，並由桃園市消防局2部消防車及7名警消持續在現場警戒。桃園市長鄭文燦與教育局長高安邦、衛生局副局長陳世璋等人也在18號一早前往中壢國中堪查落塵狀況。鄭文燦表示，經過初步勘查，碳黑粒子落塵主要集中在平鎮，除了指示教育局清查中壢、平鎮地區高中小學，區公所清查公園等公共設施，並請裡長查報災損，由清潔中隊及支援的消防局水車，進行清洗作業；區公所、衛生所提供口罩外，並要求學校先停止或減少戶外活動。另外鄭文燦也呼籲泰豐輪胎加速遷廠計劃------鄭文燦說，這次泰豐輪胎延燒6個小時，讓市民飽受驚嚇，也波及3棟民宅，市府並疏散附近社區，因此除了依空汙法開罰外，也要求泰豐輪胎負起企業責任，適當賠償，彌補居民損失。;問題:桃園市長對於此次大火對附近的影響有什麼作為？1:環保局全力協助清理,2:泰豐輪胎加速遷廠,3:賠償居民損失,4:以上皆是
7410	2	2:春初的甘草	請根據以下輸入回答選擇題，並以數字回答:;說明:我有四年多，曾經常常，——幾乎是每天，出入於質鋪和藥店裡，年紀可是忘卻了，總之是藥店的櫃檯正和我一樣高，質鋪的是比我高一倍，我從一倍高的櫃檯外送上衣服或首飾去，在侮蔑裡接了錢，再到一樣高的櫃檯上給我久病的父親去買藥。回家之後，又須忙別的事了，因為開方的醫生是最有名的，以此所用的藥引也奇特：冬天的蘆根，經霜三年的甘蔗，蟋蟀要原對的，結子的平地木，……多不是容易辦到的東西。然而我的父親終於日重一日的亡故了。;問題:請問何者不是作者提過的藥引?1:結子的平地木,2:春初的甘草,3:原對的蟋蟀,4:冬天的蘆根
11988	3	3:基礎年金制度	請根據以下輸入回答選擇題，並以數字回答:;說明:母親節即將來臨，婦女新知基金會結合代表青年、同志、教育及公益團體連署呼籲立即建立基礎年金制度，以稅收為基礎，建立給付不低於八千元的國民年金。記者王汝聰報導婦女新知基金會董事長沈秀華表示，行政院政務委員林萬億表示國民年金改革將列入下一階段規劃，預估五到十年後才會啟動建立不低於八千元的稅收制國民年金為目標，但她表示，國民年金給付對象是高齡低收入的民眾，這些人沒有多少時間可以等待~~台灣婦女展業協會秘書長陳瑪利根據該機構長期服務單親家庭經驗表示，單親打拼生計經濟相對弱勢，往往無力再繳交國民年金，單親女性的老年經濟安全，格外需要有稅收制的基礎年金來保障~~婦女新知基金會董事洪惠芬表示，政府如果有意建立基礎年金，可以研究調高所得稅、遣產稅稅率，並且將現有國民年金財源一併挹注，估計可以籌得超過三千億元的財源，屆時就有機會推動基礎年金實施。;問題:母親節即將來臨，婦女新知基金會結合代表青年、同志、教育及公益團體連署呼籲立即建立什麼制度？1:十二年國教制度,2:軍公教津貼,3:基礎年金制度,4:公務人員懲罰制度
6923	1	1	請根據以下輸入回答選擇題，並以數字回答:;說明:為遏止觀光地區計程車載客超收車資或繞道行駛等違規行為，新北市交通局會同警察局及監理站，在瑞芳火車站、九份老街進行稽查，結果發現1件沒有職業駕照違規載客，另外還有2件違規超收車資情形，將依法開罰九千到九萬元。                        記者  高詩琪的報導近來在九份觀光地區經常發生計程車駕駛對於國外觀光客繞道違規收費情形，因此新北市交通局除了在招呼站進行定點稽查外，也試辦增加路邊攔查，並對計程車駕駛及乘客分別進行訪談，交通局也特別設計日語及韓語的問卷及人員，以蒐集國外乘客的搭乘紀錄。18號更會同瑞芳分局及公路總局北區監理所，針對經常在九份地區載送觀光遊客的租賃車，同步進行攔查，結果在稽查的38件資格證件中，發現一件非職業駕駛人違規載客；另外也稽查了20件收費情形，發現有2件違規議價超收車資，交通局主祕吳國濟說~~，交通局提醒，在新北市除了瑞芳到九份、金瓜石等風景區特定起訖路線有固定金額費率外，不分時段、不分假日或春節加成與否，一律都要依照計費表顯示金額收費，不得額外加收費用，建議乘客下車前務必索取乘車證明，以做為日後申訴舉證的依據。搭車遇到任何違規爭議，可撥打新北市1999服務專線申訴，國外遊客也可以利用交通部觀光局24小時旅遊諮詢熱線0800-011-765提供的中、英、日語諮詢及服務。;問題:搭車遇到任何違規爭議，可撥打什麼電話進行申訴？1:1999,2:133,3:165,4:110
9504	4	4:沒有孩子	請根據以下輸入回答選擇題，並以數字回答:;說明:錢典史道：「你原來未入仕途，也難怪你不知道。大凡像我們做典史的，全靠著做生日，辦喜事，弄兩個錢。一樁事情收一回分子，一年有上五六樁事情，就受五六回的分子。一回受上幾百吊，通扯起來就有好兩千。真真大處不可小算。不要說我連著兒子、閨女都沒有，就是先父、先母，我做官的時候，都已去世多年。不過託名頭說在原籍，不在任上，打人家個把式罷了。這些錢都是面子上的，受了也不罪過，還有那不在面子上的，只要事在人為，卻是一言難盡。我這番出山，也不想別的處，只要早些選了出來，到了任，隨你甚麼苦缺，只要有本事，總可以生發的。」;問題:請問錢典史有幾個孩子？1:一兒一女,2:兩個兒子,3:兩個女兒,4:沒有孩子
2829	4	4:5年	請根據以下輸入回答選擇題，並以數字回答:;說明:5年1次的「工業及服務業普查」4月15日號6月15號進行。配合作業，「花蓮縣工業及服務業普查處」上午揭牌。普查對象含括花蓮縣內１萬８千多家固定營業場所。張涵報導花蓮縣長傅崐萁6號上午，於花蓮縣工業及服務業普查處揭牌典禮上表示，工業及服務業普查，主要藉由蒐集客觀統計資訊，提供最新企業營運現況、產業發展趨勢、掌握在地經濟發展、兼顧區域均衡，也是產業發展計畫、招商引資、城市行銷重要參考資料，普查期間，普查員會佩戴普查員證、遞送受訪戶函、不會洩漏個人資料、不會詢問普查表以外資料、不會要求提供帳戶或存摺，做到「3不2會」安心保證。T「花蓮縣工業及服務業普查處」，由花蓮縣長擔任處長；縣政府2月中旬將在全縣13鄉鎮成立「工業及服務業普查所」，由各鄉鎮長擔任主任，全面推動普查。呼籲商家配合訪查。;問題:請問「工業及服務業普查」是幾年舉辦一次？1:每年,2:2年,3:3年,4:5年
533	2	2:管中閔	請根據以下輸入回答選擇題，並以數字回答:;說明:檢調約談讓人心生恐懼是過去威權時代常見的治國方式，同樣的招式移植到現今的時空，讓時空重回檢調成為執政當局的工具，隨時可以約談，蔡英文的民調只會繼續往下探底。管中閔參選校長，不小心當選了，沒有想到惹禍上身，現在背信、偽造文書罪都來了，北檢以電話約談遴選委員會的委員消息傳出讓各界震驚不已。政黨輪替兩年，法治精神的快速崩解讓人心驚，蔡英文對於大幅滑落的民調，自我感覺良好，以改革當藉口對於外界的建言，黨同伐異，繼續的玩法弄法。拔管案幾個月的擾攘，用整個國家機器對付一個依照《大學法》的遴選委員會選出來的台大校長，各個部會召開跨部會的會議要找出可以不讓管中閔上台的理由，前提是先有罪推定，不管是論文抄襲或是大陸講學的指控，後來發現在法律上站不住腳，最後吳茂昆接教育部長，迅速以管中閔違法兼任獨董，要台大遴選委員會重啟遴選校長，全台掀起獨董大調查，結果發現9成5的台大教授都是循管中閔模式，取得校長的核可同意書就任獨董，後續再補足股東會和產學合作契約冗長的行政程序，所以用這樣的理由拔管真的沒有說服力。台大校長上台的爭議沸沸揚揚，海內外皆知，這一齣由政府主導的拔管戲重挫了政府的威信和公信力，台大和高教的競爭力也逐漸流失。政府無法接受非我族類的校長，把問題推給遴選委員會，要求重啟遴選，教育部長還指責21個遴選委員會是搞民粹，這樣信口開河的汙蔑學者教授，真的是僚氣十足。北檢竟然約談5位遴選委員會的委員，沒有書面公文，只有電話通知，因為是證人的身分，不是被告，所以不能夠有律師陪同，對這些一輩子教學研究的學者，突然被檢調約談的恐懼難以言喻，不敢相信這是號稱自由民主的台灣也落入白色恐怖再現。;問題:文中當選新的台大校長的是誰?1:蔡英文,2:管中閔,3:專家學者,4:吳茂昆
12395	4	4	請根據以下輸入回答選擇題，並以數字回答:;說明:台鐵列車首度發生行動電源鋰電池爆炸意外，昨晚緊急停靠花蓮南平站疏散旅客，鐵路警察局花蓮分局初步研判，電池自燃造成爆炸。 張涵 報導 24號晚間台鐵445次普悠瑪號列車第3車旅客張姓女子放置於行李箱內的行動電源爆炸，一時車廂內煙霧密布，幸好無人受傷。列車在南平站緊急停車， 將第3車旅客疏散到其他車廂， 列車持續行駛到花蓮車站，更換新的車廂編組，繼續開往樹林。鐵路警察局花蓮分局副分局長吳士龍表示，張姓女子接受筆錄時表示，發生爆炸的行動電源是朋友贈送的，不知道是什麼廠商，也已經無法分辨，初步研判是一起鋰電池自燃意外，沒有爆裂物疑慮T  列車並於8點40分開到花蓮站，更換新的列車編組後，8點45分離開花蓮站，繼續往台北行駛。;問題:請問這起爆炸發生於哪個車種的列車？1:自強號,2:莒光號,3:太魯閣號,4:普悠瑪
12999	3	3:人力銀行	請根據以下輸入回答選擇題，並以數字回答:;說明:人力銀行調查，第三季有意願徵才的企業佔5成6，比上季略增1.1%，也比去年同期成長2.2%；整體平均月薪2萬9,074元，創4年新高。而資訊科技、工商服務及民生服務業，徵才意願最高。記者林郁青報導。擔任鞋店銷售員2年的Andrew，由於平日工時長達11小時，希望轉職，後來順利到金控公司擔任電銷內勤：「tape~」人力銀行副總李大華指出，景氣回溫帶動企業第3季用人、給薪。由於「填補人力缺口」、「例行性徵才」及「業務量大增」，企業人力需求提高，平均月薪也比去年多1,835元：「tape~」李大華指出，景氣緩步復甦，今年保2有望，連帶提升企業進用新鮮人的意願，第3季釋出的職缺中，平均將近2成願意保留機會給新鮮人。李大華也提到，科技業一直是台灣經濟發展命脈，也是經濟動能的指標產業，由於iPhone8可能延後到第4季上市，科技業徵才動能也將延燒到第3季。;問題:李大華是哪一個銀行副總？1:苦力銀行,2:勞力銀行,3:人力銀行,4:財力銀行
13187	3	4:13天	請根據以下輸入回答選擇題，並以數字回答:;說明:2017世大運即將登場，配合林口選手村營運，新北市交通局公布從8月12號起到9月2號，共計22天，林口選手村周邊的民治路、仁愛路及四維路將全天封閉管制，同時部分道路也管制15噸以上大貨車通行。記者高詩琪的報導為期12天的2017世大運將從8月19號展開，包括世界各國代表團及我國工作人員近2萬人將入駐林口區選手村，新北市交通局和警察局擬定相關交通疏導計畫，其中考量大部分選手車輛會集中從文化北路林口B出口上下國道一號，因此建議用路人儘量改走林口A文化一路出口以分散車流。同時選手村周邊三條主要道路，從8月12號起提前展開長達22天的全天24小時管制封閉，交通局科長陳建成說~~，賽事期間，交通局建議林口地區一般車輛，南北向可改走文化二路，東西向改走中山路、中正路、信義路替代行駛。15噸以上大貨車則建議南北向改走文化三路，東西向改行中山路、八德路通行。;問題:請問世大運賽事有幾天？1:10天,2:11天,3:12天,4:13天
13014	1	1	請根據以下輸入回答選擇題，並以數字回答:;說明:臺南火車站站前機車臨時等候區，從今年7月1號開始，要起加強拖吊違規停放自行車及電動自行車。記者魏晶妮台南報導常把腳踏車跟電動腳踏車停放在臺南火車站前機車臨時等候區朋友要注意了，臺南市政府交通局及警察局將從7月1日開始執行拖吊，交通警察大隊組長廖信智說————警方表示，初期不會開立告發單，也不收移置費跟保管費。市警局交通大隊表示，機車臨時等候區是提供民眾臨時停車等待接送親友，如果發現到區域中出現停放沒有駕駛人的機車，電動機車、自行車、電動自行車，將一律依照道路交通管理處罰條例及相關自治條例，移置保管車輛。;問題:臺南市政府交通局及什麼單位將從7月1日開始執行拖吊？1:警察局,2:消防局,3:衛生局,4:交通局
12304	1	1:土地破壞	請根據以下輸入回答選擇題，並以數字回答:;說明:今年13歲的越南女孩阮氏巒，一年前在中國附醫治療「下肢淋巴血管瘤」成功後，患有相同疾病的黎小妹，也勇敢追隨阮氏巒的腳步，千里迢迢來就醫，今天兩人打扮得像小公主一樣，切蛋糕慶生。記者梁瑄報導   中國附醫國際醫療中心院長陳宏基指出，兩位女孩同樣罹患「下肢淋巴血管瘤」，遭受畸形巨腿困擾，而造成巨腿症的原因，可能是基因或環境土地被破壞，巨腿症會出現4大症狀，使生命受到威脅。。。。。。。。。。。 在台灣住院一年的阮氏巒，由台商宏福實業贊助醫藥費，中國附醫跨科系團隊整合治療，現在可以站起來走路，她特別用中文朗讀唐詩，感謝大家對她的幫忙。。。。。。。。 陳宏基表示，6月剛入院的黎小妹，將分四個階段治療，預估9月可以完成手術。;問題:請問巨腿症的原因為何？1:土地破壞,2:食品中毒,3:空氣污染,4:病毒傳染
